cik,name,sic4,sic1,sic2,sic3,countryba,bas1
1130144_SIERRA BANCORP,SIERRA BANCORP,6022,60,60,602,US,86 NORTH MAIN STREET
1533998_DARIOHEALTH CORP.,DARIOHEALTH CORP.,3841,20,38,384,US,"18 W 18TH ST., 5TH FLOOR"
"1347858_22ND CENTURY GROUP, INC.","22ND CENTURY GROUP, INC.",2111,20,21,211,US,8560 MAIN STREET
"1783032_ELEVATION ONCOLOGY, INC.","ELEVATION ONCOLOGY, INC.",2836,20,28,283,US,888 SEVENTH AVE
"1745020_THESEUS PHARMACEUTICALS, INC.","THESEUS PHARMACEUTICALS, INC.",2834,20,28,283,US,"314 MAIN STREET, SUITE 04-200"
886128_FUELCELL ENERGY INC,FUELCELL ENERGY INC,3620,20,36,362,US,3 GREAT PASTURE RD
791908_XOMA CORP,XOMA CORP,2834,20,28,283,US,2200 POWELL STREET
"1865187_ARIS WATER SOLUTIONS, INC.","ARIS WATER SOLUTIONS, INC.",1389,10,13,138,US,9811 KATY FREEWAY
"1267813_MARINUS PHARMACEUTICALS, INC.","MARINUS PHARMACEUTICALS, INC.",2834,20,28,283,US,5 RADNOR CORPORATE CENTER SUITE 500
"1750284_OLEMA PHARMACEUTICALS, INC.","OLEMA PHARMACEUTICALS, INC.",2834,20,28,283,US,"512 2ND STREET, 4TH FLOOR"
59255_VALHI INC /DE/,VALHI INC /DE/,2810,20,28,281,US,5430 LBJ FRWY
1533924_AMPLIFY ENERGY CORP.,AMPLIFY ENERGY CORP.,1311,10,13,131,US,500 DALLAS STREET
"1399520_ONE GROUP HOSPITALITY, INC.","ONE GROUP HOSPITALITY, INC.",5812,52,58,581,US,411 W. 14TH STREET
1724979_RAIN ONCOLOGY INC.,RAIN ONCOLOGY INC.,2834,20,28,283,US,8000 JARVIS AVENUE
"1610853_HELIUS MEDICAL TECHNOLOGIES, INC.","HELIUS MEDICAL TECHNOLOGIES, INC.",3845,20,38,384,US,642 NEWTOWN YARDLEY ROAD
"1697500_SOLARIS OILFIELD INFRASTRUCTURE, INC.","SOLARIS OILFIELD INFRASTRUCTURE, INC.",3533,20,35,353,US,9811 KATY FREEWAY
"1769617_HARBORONE BANCORP, INC.","HARBORONE BANCORP, INC.",6022,60,60,602,US,770 OAK STREET
"1370450_WILLDAN GROUP, INC.","WILLDAN GROUP, INC.",8711,70,87,871,US,"2401 EAST KATELLA AVENUE, SUITE 300"
922358_FERRELLGAS PARTNERS L P,FERRELLGAS PARTNERS L P,5900,52,59,590,US,ONE LIBERTY PLAZA
"1651561_TABULA RASA HEALTHCARE, INC.","TABULA RASA HEALTHCARE, INC.",7389,70,73,738,US,228 STRAWBRIDGE DRIVE
1712189_TARGET HOSPITALITY CORP.,TARGET HOSPITALITY CORP.,7000,70,70,700,US,9320 LAKESIDE BLVD.
1371489_INFORMATION SERVICES GROUP INC.,INFORMATION SERVICES GROUP INC.,8742,70,87,874,US,2187 ATLANTIC STREET
"1868912_ENFUSION, INC.","ENFUSION, INC.",7372,70,73,737,US,"125 SOUTH CLARK STREET, SUITE 750"
"1806837_VERTEX, INC.","VERTEX, INC.",7372,70,73,737,US,2301 RENAISSANCE BOULEVARD
"1654595_MEDALIST DIVERSIFIED REIT, INC.","MEDALIST DIVERSIFIED REIT, INC.",6798,60,67,679,0,0
1319229_TRANSMONTAIGNE PARTNERS LLC,TRANSMONTAIGNE PARTNERS LLC,4610,40,46,461,US,1670 BROADWAY
1746109_BANK FIRST CORP,BANK FIRST CORP,6021,60,60,602,US,402 NORTH EIGHTH STREET
903419_ALERUS FINANCIAL CORP,ALERUS FINANCIAL CORP,6021,60,60,602,US,401 DEMERS AVE
799165_DAWSON GEOPHYSICAL CO,DAWSON GEOPHYSICAL CO,1382,10,13,138,US,508 WEST WALL
1160791_GOLD RESOURCE CORP,GOLD RESOURCE CORP,1040,10,10,104,US,7900 E. UNION AVENUE
314203_MCEWEN MINING INC.,MCEWEN MINING INC.,1040,10,10,104,CA,SUITE 2800
"1818844_VIRIOS THERAPEUTICS, INC.","VIRIOS THERAPEUTICS, INC.",2834,20,28,283,US,44 MILTON AVENUE
1735438_MEIRAGTX HOLDINGS PLC,MEIRAGTX HOLDINGS PLC,2836,20,28,283,US,450 EAST 29TH STREET
"1821323_SIGILON THERAPEUTICS, INC.","SIGILON THERAPEUTICS, INC.",2834,20,28,283,US,100 BINNEY STREET
"1780201_LULU'S FASHION LOUNGE HOLDINGS, INC.","LULU'S FASHION LOUNGE HOLDINGS, INC.",5961,52,59,596,US,195 HUMBOLDT AVENUE
712770_ONE LIBERTY PROPERTIES INC,ONE LIBERTY PROPERTIES INC,6798,60,67,679,US,60 CUTTER MILL RD
"1526119_VERASTEM, INC.","VERASTEM, INC.",2834,20,28,283,US,117 KENDRICK STREET
743367_BAR HARBOR BANKSHARES,BAR HARBOR BANKSHARES,6022,60,60,602,US,82 MAIN ST
923139_FLUSHING FINANCIAL CORP,FLUSHING FINANCIAL CORP,6022,60,60,602,US,220 RXR PLAZA
"1463389_ATEL 14, LLC","ATEL 14, LLC",7359,70,73,735,US,THE TRANSAMERICA PYRAMID
"1575048_ATEL 16, LLC","ATEL 16, LLC",7359,70,73,735,US,THE TRANSAMERICA PYRAMID
"1640982_ATEL 17, LLC","ATEL 17, LLC",7359,70,73,735,US,"ATEL FINANCIAL SERVICES, LLC"
"1519117_ATEL 15, LLC","ATEL 15, LLC",7359,70,73,735,US,THE TRANSAMERICA PYRAMID
1760542_HOOKIPA PHARMA INC.,HOOKIPA PHARMA INC.,2834,20,28,283,US,430 EAST 29TH STREET
"879585_ATN INTERNATIONAL, INC.","ATN INTERNATIONAL, INC.",4813,40,48,481,US,500 CUMMINGS CENTER
1412502_STERLING REAL ESTATE TRUST,STERLING REAL ESTATE TRUST,6798,60,67,679,US,4340 18TH AVE SOUTH
1056943_PEOPLES FINANCIAL SERVICES CORP.,PEOPLES FINANCIAL SERVICES CORP.,6021,60,60,602,US,150 N WASHINGTON AVE
1555279_908 DEVICES INC.,908 DEVICES INC.,3829,20,38,382,US,645 SUMMER STREET
1684144_ZOMEDICA CORP.,ZOMEDICA CORP.,2834,20,28,283,US,100 PHOENIX DRIVE
"1377121_PROTAGONIST THERAPEUTICS, INC","PROTAGONIST THERAPEUTICS, INC",2834,20,28,283,US,"7707 GATEWAY BLVD., SUITE 140"
"1287098_MAXCYTE, INC.","MAXCYTE, INC.",8731,70,87,873,US,22 FIRSTFIELD ROAD
"1860543_CADRE HOLDINGS, INC.","CADRE HOLDINGS, INC.",3842,20,38,384,US,13386 INTERNATIONAL PKWY
1325670_PRIMIS FINANCIAL CORP.,PRIMIS FINANCIAL CORP.,6022,60,60,602,US,6830 OLD DOMINION DRIVE
1436208_LEGACY HOUSING CORP,LEGACY HOUSING CORP,2451,20,24,245,US,"1600 AIRPORT FREEWAY,  #100"
"1736243_ACURX PHARMACEUTICALS, INC.","ACURX PHARMACEUTICALS, INC.",2834,20,28,283,US,259 LIBERTY AVENUE
"1720893_BIOXCEL THERAPEUTICS, INC.","BIOXCEL THERAPEUTICS, INC.",2834,20,28,283,US,555 LONG WHARF DRIVE
"1616543_SENSEONICS HOLDINGS, INC.","SENSEONICS HOLDINGS, INC.",3823,20,38,382,US,20451 SENECA MEADOWS PARKWAY
"1850119_CENTURY THERAPEUTICS, INC.","CENTURY THERAPEUTICS, INC.",2836,20,28,283,US,3675 MARKET STREET
1472012_IMMUNOME INC.,IMMUNOME INC.,2834,20,28,283,US,665 STOCKTON DRIVE
810958_CITIZENS & NORTHERN CORP,CITIZENS & NORTHERN CORP,6022,60,60,602,US,90-92 MAIN ST
1629019_MERCHANTS BANCORP,MERCHANTS BANCORP,6022,60,60,602,US,410 MONON BLVD
886136_SAGA COMMUNICATIONS INC,SAGA COMMUNICATIONS INC,4832,40,48,483,US,73 KERCHEVAL AVE
"921114_ARMATA PHARMACEUTICALS, INC.","ARMATA PHARMACEUTICALS, INC.",2836,20,28,283,US,4503 GLENCOE AVENUE
"1784535_PORCH GROUP, INC.","PORCH GROUP, INC.",7372,70,73,737,US,"411 1ST AVENUE S., SUITE 501"
1051627_AXT INC,AXT INC,3674,20,36,367,US,4281 TECHNOLOGY DR.
1038773_SMARTFINANCIAL INC.,SMARTFINANCIAL INC.,6021,60,60,602,US,5401 KINGSTON PIKE
1761510_TILT HOLDINGS INC.,TILT HOLDINGS INC.,2111,20,21,211,CA,"SUITE 2200, 885 WEST GEORGIA STREET"
1042642_DISH DBS CORP,DISH DBS CORP,4899,40,48,489,US,9601 S. MERIDIAN BLVD.
1000298_IMPAC MORTGAGE HOLDINGS INC,IMPAC MORTGAGE HOLDINGS INC,6798,60,67,679,US,4000 MACARTHUR BLVD.
"945983_CLIMB GLOBAL SOLUTIONS, INC.","CLIMB GLOBAL SOLUTIONS, INC.",5045,50,50,504,US,4 INDUSTRIAL WAY WEST
714712_JUNIATA VALLEY FINANCIAL CORP,JUNIATA VALLEY FINANCIAL CORP,6022,60,60,602,US,2 SOUTH MAIN ST
1624512_BOXLIGHT CORP,BOXLIGHT CORP,8200,70,82,820,US,"2750 PREMIERE PARKWAY,"
1447051_TERRITORIAL BANCORP INC.,TERRITORIAL BANCORP INC.,6035,60,60,603,US,1003 BISHOP STREET
866787_AUTOZONE INC,AUTOZONE INC,5531,52,55,553,US,123 SOUTH FRONT ST
"1133869_CAPRICOR THERAPEUTICS, INC.","CAPRICOR THERAPEUTICS, INC.",2834,20,28,283,US,8840 WILSHIRE BLVD
1625941_ARES INDUSTRIAL REAL ESTATE INCOME TRUST INC.,ARES INDUSTRIAL REAL ESTATE INCOME TRUST INC.,6798,60,67,679,US,1200 17TH STREET
1819576_LIQUIDIA CORP,LIQUIDIA CORP,2834,20,28,283,US,"419 DAVIS DRIVE, SUITE 100"
1327978_ARES REAL ESTATE INCOME TRUST INC.,ARES REAL ESTATE INCOME TRUST INC.,6798,60,67,679,US,ONE TABOR CENTER
1739426_RVL PHARMACEUTICALS PLC,RVL PHARMACEUTICALS PLC,2834,20,28,283,US,400 CROSSING BOULEVARD
1558569_ISPECIMEN INC.,ISPECIMEN INC.,8731,70,87,873,US,450 BEDFORD STREET
"1883814_SOUTHLAND HOLDINGS, INC.","SOUTHLAND HOLDINGS, INC.",1600,15,16,160,US,1100 KUBOTA DRIVE
1854458_NABORS ENERGY TRANSITION CORP.,NABORS ENERGY TRANSITION CORP.,6770,60,67,677,US,515 W. GREENS ROAD
1011509_GOLDEN MINERALS CO,GOLDEN MINERALS CO,1040,10,10,104,US,"350 INDIANA STREET, SUITE 800"
1261249_AGILE THERAPEUTICS INC,AGILE THERAPEUTICS INC,2834,20,28,283,US,500 COLLEGE ROAD EAST
1697532_APPLIED THERAPEUTICS INC.,APPLIED THERAPEUTICS INC.,2834,20,28,283,US,"545 5TH AVENUE, SUITE 1400"
1455365_COGNITION THERAPEUTICS INC,COGNITION THERAPEUTICS INC,2836,20,28,283,US,2403 SIDNEY STREET
"1819411_GAIN THERAPEUTICS, INC.","GAIN THERAPEUTICS, INC.",2834,20,28,283,US,4800 HAMPDEN LANE
"1561921_TELA BIO, INC.","TELA BIO, INC.",3841,20,38,384,US,"1 GREAT VALLEY PARKWAY, SUITE 24"
"1710482_JOHN MARSHALL BANCORP, INC.","JOHN MARSHALL BANCORP, INC.",6022,60,60,602,US,1943 ISAAC NEWTON SQUARE
"1708527_AZIYO BIOLOGICS, INC.","AZIYO BIOLOGICS, INC.",2836,20,28,283,US,12510 PROSPERITY DRIVE
"1692345_PROCACCIANTI HOTEL REIT, INC.","PROCACCIANTI HOTEL REIT, INC.",6798,60,67,679,US,1140 RESERVOIR AVENUE
"1754226_ORANGE COUNTY BANCORP, INC. /DE/","ORANGE COUNTY BANCORP, INC. /DE/",6022,60,60,602,US,212 DOLSON AVENUE
763907_FIRST UNITED CORP/MD/,FIRST UNITED CORP/MD/,6021,60,60,602,US,19 S SECOND ST
1577437_ARDMORE SHIPPING CORP,ARDMORE SHIPPING CORP,4412,40,44,441,BM,69 PITTS BAY ROAD
"1585608_JAGUAR HEALTH, INC.","JAGUAR HEALTH, INC.",2834,20,28,283,US,200 PINE STREET SUITE 400
29534_DOLLAR GENERAL CORP,DOLLAR GENERAL CORP,5331,52,53,533,US,100 MISSION RIDGE
"1403568_ULTA BEAUTY, INC.","ULTA BEAUTY, INC.",5990,52,59,599,US,1000 REMINGTON BLVD
"1823365_GENERATIONS BANCORP NY, INC.","GENERATIONS BANCORP NY, INC.",6035,60,60,603,US,20 EAST BAYARD STREET
"1531031_ESQUIRE FINANCIAL HOLDINGS, INC.","ESQUIRE FINANCIAL HOLDINGS, INC.",6029,60,60,602,US,100 JERICHO QUADRANGLE
1528849_RH,RH,5712,52,57,571,US,15 KOCH ROAD
"1411906_AMPIO PHARMACEUTICALS, INC.","AMPIO PHARMACEUTICALS, INC.",2834,20,28,283,US,373 INVERNESS PARKWAY
707605_AMERISERV FINANCIAL INC /PA/,AMERISERV FINANCIAL INC /PA/,6021,60,60,602,US,MAIN & FRANKLIN STS
821002_G III APPAREL GROUP LTD /DE/,G III APPAREL GROUP LTD /DE/,2300,20,23,230,US,512 SEVENTH AVE
355379_MIDWEST HOLDING INC.,MIDWEST HOLDING INC.,6311,60,63,631,US,2900 SOUTH 70TH STREET
"1621443_ZYNERBA PHARMACEUTICALS, INC.","ZYNERBA PHARMACEUTICALS, INC.",2834,20,28,283,US,80 W. LANCASTER AVENUE
56873_KROGER CO,KROGER CO,5411,52,54,541,US,1014 VINE ST
"1626971_CORVUS PHARMACEUTICALS, INC.","CORVUS PHARMACEUTICALS, INC.",2834,20,28,283,US,863 MITTEN ROAD
819913_HALLMARK FINANCIAL SERVICES INC,HALLMARK FINANCIAL SERVICES INC,6399,60,63,639,US,"777 MAIN STREET, SUITE 1000"
"1849670_PB BANKSHARES, INC.","PB BANKSHARES, INC.",6036,60,60,603,US,185 E. LINCOLN HIGHWAY
832090_PARTNERS BANCORP,PARTNERS BANCORP,6022,60,60,602,US,2245 NORTHWOOD DRIVE
1253689_GLYCOMIMETICS INC,GLYCOMIMETICS INC,2834,20,28,283,US,9708 MEDICAL CENTER DRIVE
1408443_MILESTONE PHARMACEUTICALS INC.,MILESTONE PHARMACEUTICALS INC.,2834,20,28,283,CA,"1111 BOUL. DR.-FREDERIK-PHILIPS, STE 420"
890066_GLEN BURNIE BANCORP,GLEN BURNIE BANCORP,6022,60,60,602,US,101 CRAIN HWY SE
"1532346_ATRECA, INC.","ATRECA, INC.",2834,20,28,283,US,"835 INDUSTRIAL ROAD,"
1211583_FENNEC PHARMACEUTICALS INC.,FENNEC PHARMACEUTICALS INC.,2836,20,28,283,US,PO BOX 13628
"1622879_MEDICINE MAN TECHNOLOGIES, INC.","MEDICINE MAN TECHNOLOGIES, INC.",8742,70,87,874,US,4880 HAVANA STREET
"1811623_PAXMEDICA, INC.","PAXMEDICA, INC.",2834,20,28,283,US,"303 SOUTH BROADWAY, SUITE 125"
"1680048_MUSTANG BIO, INC.","MUSTANG BIO, INC.",2834,20,28,283,US,377 PLANTATION STREET
1429560_TREVENA INC,TREVENA INC,2834,20,28,283,US,955 CHESTERBROOK BOULEVARD
"1849867_CATALYST BANCORP, INC.","CATALYST BANCORP, INC.",6035,60,60,603,US,235 N. COURT STREET
"1847398_NORTHEAST COMMUNITY BANCORP, INC./MD/","NORTHEAST COMMUNITY BANCORP, INC./MD/",6036,60,60,603,US,325 HAMILTON AVENUE
"1722964_Y-MABS THERAPEUTICS, INC.","Y-MABS THERAPEUTICS, INC.",2834,20,28,283,US,230 PARK AVENUE
"1043961_PRECIPIO, INC.","PRECIPIO, INC.",3826,20,38,382,US,12325 EMMET ST
1133818_BIO-PATH HOLDINGS INC,BIO-PATH HOLDINGS INC,2834,20,28,283,US,4710 BELLAIRE BOULEVARD
1674365_APTINYX INC.,APTINYX INC.,2834,20,28,283,US,1801 MAPLE AVENUE
946563_RETRACTABLE TECHNOLOGIES INC,RETRACTABLE TECHNOLOGIES INC,3841,20,38,384,US,511 LOBO LANE
"1130598_ONCONOVA THERAPEUTICS, INC.","ONCONOVA THERAPEUTICS, INC.",2834,20,28,283,US,375 PHEASANT RUN
1821159_EVGO INC.,EVGO INC.,7500,70,75,750,US,11835 WEST OLYMPIC BOULEVARD
"1781983_APREA THERAPEUTICS, INC.","APREA THERAPEUTICS, INC.",2834,20,28,283,US,3805 OLD EASTON ROAD
"1638287_NEUROBO PHARMACEUTICALS, INC.","NEUROBO PHARMACEUTICALS, INC.",2834,20,28,283,US,200 BERKELEY ST.
"1849466_TEXAS COMMUNITY BANCSHARES, INC.","TEXAS COMMUNITY BANCSHARES, INC.",6036,60,60,603,US,215 WEST BROAD STREET
1282648_BATTALION OIL CORP,BATTALION OIL CORP,1311,10,13,131,US,3505 WEST SAM HOUSTON PARKWAY NORTH
1035092_SHORE BANCSHARES INC,SHORE BANCSHARES INC,6021,60,60,602,US,18 EAST DOVER STREET
928340_CONSOLIDATED WATER CO. LTD.,CONSOLIDATED WATER CO. LTD.,4941,40,49,494,KY,"REGATTA OFFICE PARK, WINDWARD THREE,"
"1600132_BELLEROPHON THERAPEUTICS, INC.","BELLEROPHON THERAPEUTICS, INC.",2834,20,28,283,US,"184 LIBERTY CORNER ROAD, SUITE 302"
845698_GRANT PARK FUTURES FUND LIMITED PARTNERSHIP,GRANT PARK FUTURES FUND LIMITED PARTNERSHIP,6221,60,62,622,US,"C/O DEARBORN CAPITAL MANAGEMENT, LLC"
1685316_OBSEVA SA,OBSEVA SA,2834,20,28,283,CH,"CHEMIN DES AULX, 12"
1527096_MIROMATRIX MEDICAL INC.,MIROMATRIX MEDICAL INC.,2836,20,28,283,US,6455 FLYING CLOUD DRIVE
"1429260_FORTRESS BIOTECH, INC.","FORTRESS BIOTECH, INC.",2834,20,28,283,US,1111 KANE CONCOURSE
1434524_CLEARSIGN TECHNOLOGIES CORP,CLEARSIGN TECHNOLOGIES CORP,3823,20,38,382,US,"8023 E. 63RD PLACE, SUITE 101"
"1476963_NIGHTHAWK BIOSCIENCES, INC.","NIGHTHAWK BIOSCIENCES, INC.",2834,20,28,283,US,627 DAVIS DRIVE
"1719406_NRX PHARMACEUTICALS, INC.","NRX PHARMACEUTICALS, INC.",2834,20,28,283,US,1201 ORANGE STREET
1136294_WILLIAMS INDUSTRIAL SERVICES GROUP INC.,WILLIAMS INDUSTRIAL SERVICES GROUP INC.,1600,15,16,160,US,200 ASHFORD CENTER NORTH
"812796_SOLIGENIX, INC.","SOLIGENIX, INC.",2834,20,28,283,US,29 EMMONS DRIVE
724742_TRINITY PLACE HOLDINGS INC.,TRINITY PLACE HOLDINGS INC.,6512,60,65,651,US,340 MADISON AVENUE
"1679063_CHICKEN SOUP FOR THE SOUL ENTERTAINMENT, INC.","CHICKEN SOUP FOR THE SOUL ENTERTAINMENT, INC.",7819,70,78,781,US,132 E. PUTNAM AVE
"1620179_EXELA TECHNOLOGIES, INC.","EXELA TECHNOLOGIES, INC.",7389,70,73,738,US,2701 EAST GRAUWYLER RD.
1318484_CITI TRENDS INC,CITI TRENDS INC,5600,52,56,560,US,104 COLEMAN BOULEVARD
"861838_ACERAGEN, INC.","ACERAGEN, INC.",2836,20,28,283,US,505 EAGLEVIEW BOULEVARD
100591_ARGAN INC,ARGAN INC,1700,15,17,170,US,ONE CHURCH STREET SUITE 201
1641640_NABRIVA THERAPEUTICS PLC,NABRIVA THERAPEUTICS PLC,2834,20,28,283,IE,25-28 NORTH WALL QUAY
1477009_TREES CORP (COLORADO),TREES CORP (COLORADO),5912,52,59,591,US,1901 S NAVAJO STREET
"1880613_DIRECT DIGITAL HOLDINGS, INC.","DIRECT DIGITAL HOLDINGS, INC.",7310,70,73,731,US,1177 WEST LOOP SOUTH
"1083220_XCEL BRANDS, INC.","XCEL BRANDS, INC.",6794,60,67,679,US,1333 BROADWAY
"1410428_XWELL, INC.","XWELL, INC.",7200,70,72,720,US,254 WEST 31ST STREET
"1792581_KIROMIC BIOPHARMA, INC.","KIROMIC BIOPHARMA, INC.",2836,20,28,283,US,7707 FANNIN ST.
1864943_FGI INDUSTRIES LTD.,FGI INDUSTRIES LTD.,3430,20,34,343,US,906 MURRAY ROAD
1513845_YANDEX N.V.,YANDEX N.V.,7370,70,73,737,NL,SCHIPHOL BOULEVARD 165
65172_MESABI TRUST,MESABI TRUST,6795,60,67,679,US,P O BOX 318 CHURCH ST STATION
"895051_CASI PHARMACEUTICALS, INC (DE)","CASI PHARMACEUTICALS, INC (DE)",2836,20,28,283,US,9620 MEDICAL CENTER DR
"1962738_CASI PHARMACEUTICALS, INC.","CASI PHARMACEUTICALS, INC.",2834,20,28,283,CN,"1701-1702, CHINA CENTRAL OFFICE TOWER 1"
"1756770_CURALEAF HOLDINGS, INC.","CURALEAF HOLDINGS, INC.",2833,20,28,283,CA,610 - 700 WEST PENDER STREET
1888886_STRUCTURE THERAPEUTICS INC.,STRUCTURE THERAPEUTICS INC.,2834,20,28,283,US,611 GATEWAY BLVD SUITE 223
1953366_STAR HOLDINGS,STAR HOLDINGS,6519,60,65,651,US,1114 AVENUE OF THE AMERICAS
1819704_MEDIROM HEALTHCARE TECHNOLOGIES INC.,MEDIROM HEALTHCARE TECHNOLOGIES INC.,7200,70,72,720,JP,"2-3-1 DAIBA, MINATO-KU"
"1967306_MERCER BANCORP, INC.","MERCER BANCORP, INC.",6036,60,60,603,US,1100 IRMSCHER BLVD
"1041657_URBAN ONE, INC.","URBAN ONE, INC.",4832,40,48,483,US,1010 WAYNE AVENUE
1046102_RB GLOBAL INC.,RB GLOBAL INC.,7389,70,73,738,US,TWO WESTBROOK CORPORATE CENTER
"1693256_SELECT WATER SOLUTIONS, INC.","SELECT WATER SOLUTIONS, INC.",1389,10,13,138,US,"1233 W LOOP SOUTH, SUITE 1400"
"1479419_KALA BIO, INC.","KALA BIO, INC.",2834,20,28,283,US,1167 MASSACHUSETTS AVENUE
"1183765_MOLECULAR TEMPLATES, INC.","MOLECULAR TEMPLATES, INC.",2834,20,28,283,US,9301 AMBERGLEN BLVD
"1974640_APOGEE THERAPEUTICS, INC.","APOGEE THERAPEUTICS, INC.",2836,20,28,283,US,221 CRESCENT ST.
"1967656_PFS BANCORP, INC.","PFS BANCORP, INC.",6036,60,60,603,US,1730 FOURTH STREET
"1978811_GOUVERNEUR BANCORP, INC./MD/","GOUVERNEUR BANCORP, INC./MD/",6036,60,60,603,US,42 CHURCH STREET
46129_ALLIENT INC,ALLIENT INC,3825,20,38,382,US,"495 COMMERCE DRIVE, SUITE 3"
"7536_ARROW ELECTRONICS, INC.","ARROW ELECTRONICS, INC.",5065,50,50,506,US,9201 EAST DRY CREEK ROAD
1708527_ELUTIA INC.,ELUTIA INC.,2836,20,28,283,US,12510 PROSPERITY DRIVE
"1979330_NB BANCORP, INC.","NB BANCORP, INC.",6036,60,60,603,US,1063 GREAT PLAIN AVENUE
1722556_BESTGOFER INC.,BESTGOFER INC.,7200,70,72,720,IL,HAGAI 24
1912954_WIDFIT INC.,WIDFIT INC.,7370,70,73,737,US,112 NORTH CURRY STREET
"1726079_TIPMEFAST, INC.","TIPMEFAST, INC.",7389,70,73,738,IL,HASHUMURA ST 1
1559053_PROTHENA CORP PUBLIC LTD CO,PROTHENA CORP PUBLIC LTD CO,2834,20,28,283,IE,"77 SIR JOHN ROGERSON'S QUAY, BLOCK C"
"1559432_TXO ENERGY PARTNERS, L.P.","TXO ENERGY PARTNERS, L.P.",1311,10,13,131,US,400 WEST 7TH STREET
"1559432_TXO PARTNERS, L.P.","TXO PARTNERS, L.P.",1311,10,13,131,US,400 WEST 7TH STREET
"1559720_AIRBNB, INC.","AIRBNB, INC.",7340,70,73,734,US,888 BRANNAN ST.
"1559865_EVERTEC, INC.","EVERTEC, INC.",7374,70,73,737,PR,CUPEY CENTER BUILDING
"1560327_RAPID7, INC.","RAPID7, INC.",7372,70,73,737,US,120 CAUSEWAY STREET
1560672_ELLINGTON RESIDENTIAL MORTGAGE REIT,ELLINGTON RESIDENTIAL MORTGAGE REIT,6798,60,67,679,US,53 FOREST AVENUE
"1561032_HEALTHCARE TRUST, INC.","HEALTHCARE TRUST, INC.",6798,60,67,679,US,650 FIFTH AVENUE
"1561550_DATADOG, INC.","DATADOG, INC.",7372,70,73,737,US,"620 EIGHTH AVENUE, 45TH FLOOR"
"1561680_TRI POINTE HOMES, INC.","TRI POINTE HOMES, INC.",1531,15,15,153,US,"940 SOUTHWOOD BLVD, SUITE 200"
"1561894_HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL, INC.","HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL, INC.",6798,60,67,679,US,"ONE PARK PLACE, SUITE 200"
"1562088_DUOLINGO, INC.","DUOLINGO, INC.",7372,70,73,737,US,"5900 PENN AVE, SECOND FLOOR"
"1562151_CRIMSON WINE GROUP, LTD","CRIMSON WINE GROUP, LTD",2080,20,20,208,US,5901 SILVERADO TRAIL
1562401_AMERICAN HOMES 4 RENT,AMERICAN HOMES 4 RENT,6798,60,67,679,US,280 PILOT ROAD
1562463_FIRST INTERNET BANCORP,FIRST INTERNET BANCORP,6022,60,60,602,US,8701 E. 116TH STREET
"1562528_FRANKLIN BSP REALTY TRUST, INC.","FRANKLIN BSP REALTY TRUST, INC.",6798,60,67,679,US,"1345 AVENUE OF THE AMERICAS, SUITE 32A"
"876427_MONRO, INC.","MONRO, INC.",7500,70,75,750,US,200 HOLLEDER PKWY
1041514_LESAKA TECHNOLOGIES INC,LESAKA TECHNOLOGIES INC,6099,60,60,609,ZA,"4TH FLOOR, PRESIDENT PLACE"
1770561_CORONADO GLOBAL RESOURCES INC.,CORONADO GLOBAL RESOURCES INC.,1220,10,12,122,US,100 BILL BAKER WAY
1237831_GLOBUS MEDICAL INC,GLOBUS MEDICAL INC,3841,20,38,384,US,2560 GENERAL ARMISTEAD AVENUE
"20520_FRONTIER COMMUNICATIONS PARENT, INC.","FRONTIER COMMUNICATIONS PARENT, INC.",4813,40,48,481,US,401 MERRITT 7
19584_CHEMED CORP,CHEMED CORP,8082,70,80,808,US,SUITE 2600
"1727263_FRONTDOOR, INC.","FRONTDOOR, INC.",7340,70,73,734,US,"3400 PLAYERS CLUB PARKWAY, SUITE 300"
"78128_ESSENTIAL UTILITIES, INC.","ESSENTIAL UTILITIES, INC.",4941,40,49,494,US,762 W. LANCASTER AVE
"1295401_BANCORP, INC.","BANCORP, INC.",6021,60,60,602,US,409 SILVERSIDE ROAD
"1458412_CROSSFIRST BANKSHARES, INC.","CROSSFIRST BANKSHARES, INC.",6022,60,60,602,US,11440 TOMAHAWK CREEK PARKWAY
1870258_MELI KASZEK PIONEER CORP,MELI KASZEK PIONEER CORP,6770,60,67,677,US,78 SW 7TH STREET
1013272_NORWOOD FINANCIAL CORP,NORWOOD FINANCIAL CORP,6022,60,60,602,US,717 MAIN ST
18255_CATO CORP,CATO CORP,5621,52,56,562,US,8100 DENMARK ROAD
"1901637_USCB FINANCIAL HOLDINGS, INC.","USCB FINANCIAL HOLDINGS, INC.",6022,60,60,602,US,2301 NW 87TH AVENUE
"1851657_VAXXINITY, INC.","VAXXINITY, INC.",2834,20,28,283,US,505 ODYSSEY WAY
1318885_DIANA SHIPPING INC.,DIANA SHIPPING INC.,4412,40,44,441,GR,PENDELIS 16
1275101_BANK OF THE JAMES FINANCIAL GROUP INC,BANK OF THE JAMES FINANCIAL GROUP INC,6022,60,60,602,US,P O BOX 1200
"1563190_COMPASS, INC.","COMPASS, INC.",7371,70,73,737,US,155 AVENUE OF THE AMERICAS
